Transaction_ID,User_ID,Transaction_Date,Transaction_Type,Amount_NPR,Payment_Method,Transaction_Status,Merchant_Category,City,Device_Type
ESW136965,18007,5/25/2024 3:23,Electricity Bill,7132.25,Wallet Balance,Success,Transport,Butwal,Android
ESW136966,10997,4/27/2024 12:16,QR Payment,708.24,Wallet Balance,Success,Utility,Biratnagar,Web
ESW136967,6261,11/12/2024 20:27,Fund Transfer,2619.81,Wallet Balance,Success,Transport,Kathmandu,Android
ESW136968,5268,5/20/2024 13:09,Mobile Recharge,10173.54,Debit Card,Success,Food Delivery,Kathmandu,iOS
ESW136969,6984,11/17/2024 9:59,Mobile Recharge,19541.48,Wallet Balance,Success,E-commerce,Kathmandu,Android
ESW136970,21926,4/27/2024 9:39,Fund Transfer,2492.3,Linked Bank,Success,E-commerce,Butwal,Android
ESW136971,32862,2/22/2024 4:18,Electricity Bill,3128.51,Wallet Balance,Success,Others,Chitwan,Android
ESW136972,33458,12/4/2024 4:55,QR Payment,8126.81,Wallet Balance,Success,Others,Pokhara,Android
ESW136973,1010,2/4/2024 3:07,Fund Transfer,12330.67,Linked Bank,Success,Telecom,Kathmandu,Android
ESW136974,18144,12/12/2024 15:30,QR Payment,7868.93,Debit Card,Success,Telecom,Bhaktapur,iOS
ESW136975,26903,7/29/2024 19:51,Mobile Recharge,12540.48,Linked Bank,Failed,Food Delivery,Butwal,Android
ESW136976,2177,4/29/2024 21:19,Mobile Recharge,1351.21,Debit Card,Success,E-commerce,Bhaktapur,Web
ESW136977,27946,8/29/2024 7:46,QR Payment,3619.75,Debit Card,Success,Telecom,Butwal,Android
ESW136978,10168,4/16/2024 14:12,Electricity Bill,1462.94,Linked Bank,Success,Transport,Pokhara,Android
ESW136979,3389,3/1/2024 12:50,Electricity Bill,17507.56,Wallet Balance,Success,Others,Biratnagar,Web
ESW136980,7364,4/3/2024 1:34,Fund Transfer,15984.22,Wallet Balance,Success,Transport,Chitwan,Android
ESW136981,28033,10/21/2024 15:32,Electricity Bill,5371.84,Debit Card,Success,Others,Butwal,Android
ESW136982,49545,11/22/2024 7:23,QR Payment,15093.88,Linked Bank,Success,Telecom,Pokhara,Android
ESW136983,12865,4/15/2024 14:45,QR Payment,16226.25,Wallet Balance,Success,E-commerce,Pokhara,Android
ESW136984,19936,10/14/2024 9:11,Electricity Bill,17029.04,Linked Bank,Success,Utility,Biratnagar,Android
ESW136985,13327,10/27/2024 21:35,Mobile Recharge,8688.86,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW136986,33252,1/11/2024 17:59,Mobile Recharge,19380.1,Wallet Balance,Success,Telecom,Biratnagar,Web
ESW136987,36078,9/14/2024 3:01,Mobile Recharge,17850.81,Wallet Balance,Success,Telecom,Biratnagar,Web
ESW136988,4741,7/1/2024 0:02,Mobile Recharge,14207.8,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW136989,41053,10/21/2024 5:40,Mobile Recharge,686.61,Linked Bank,Success,Others,Butwal,iOS
ESW136990,25001,7/31/2024 2:35,Mobile Recharge,14756.7,Linked Bank,Success,Food Delivery,Butwal,Android
ESW136991,4839,12/21/2024 17:07,Internet Bill,12585.37,Debit Card,Success,E-commerce,Butwal,Android
ESW136992,41349,6/3/2024 16:04,Fund Transfer,18913.35,Wallet Balance,Failed,Telecom,Lalitpur,Android
ESW136993,20139,8/18/2024 22:31,QR Payment,9110.79,Wallet Balance,Success,E-commerce,Chitwan,iOS
ESW136994,47905,6/12/2024 9:30,Mobile Recharge,11790.48,Linked Bank,Success,Others,Kathmandu,Android
ESW136995,26398,4/9/2024 20:03,Fund Transfer,11396.24,Linked Bank,Success,Utility,Lalitpur,Web
ESW136996,26036,5/27/2024 17:21,Internet Bill,530.39,Wallet Balance,Success,Transport,Bhaktapur,Android
ESW136997,39005,6/22/2024 10:58,Internet Bill,4312.96,Linked Bank,Success,Food Delivery,Butwal,Android
ESW136998,46272,12/5/2024 22:48,Fund Transfer,3688.34,Linked Bank,Success,Food Delivery,Butwal,iOS
ESW136999,2740,6/4/2024 18:34,Mobile Recharge,7129.99,Linked Bank,Success,Telecom,Bhaktapur,Android
ESW137000,19508,11/5/2024 14:24,Electricity Bill,5549.98,Wallet Balance,Failed,Others,Lalitpur,iOS
ESW137001,32611,10/21/2024 8:10,Electricity Bill,6498.83,Wallet Balance,Pending,Others,Kathmandu,Web
ESW137002,6291,6/29/2024 8:37,Mobile Recharge,1529.54,Wallet Balance,Success,Utility,Lalitpur,Web
ESW137003,32109,4/28/2024 19:35,Internet Bill,3100.81,Linked Bank,Pending,Transport,Kathmandu,Android
ESW137004,20481,10/26/2024 18:36,Mobile Recharge,10154.6,Wallet Balance,Success,Food Delivery,Chitwan,Android
ESW137005,6247,2/7/2024 9:36,Electricity Bill,10208.82,Linked Bank,Success,Food Delivery,Kathmandu,Android
ESW137006,42613,3/21/2024 7:50,Mobile Recharge,1985.71,Linked Bank,Failed,Telecom,Lalitpur,Android
ESW137007,22383,4/6/2024 23:11,Mobile Recharge,12130.48,Debit Card,Success,Telecom,Butwal,Android
ESW137008,45501,12/5/2024 21:29,Electricity Bill,19564.87,Linked Bank,Success,Food Delivery,Pokhara,iOS
ESW137009,26319,7/22/2024 20:54,Fund Transfer,7871,Wallet Balance,Success,E-commerce,Butwal,Android
ESW137010,40334,12/19/2024 21:18,Mobile Recharge,3291.45,Linked Bank,Success,Transport,Biratnagar,Android
ESW137011,24728,12/7/2024 21:06,QR Payment,19910.07,Wallet Balance,Success,Transport,Bhaktapur,Web
ESW137012,34620,6/6/2024 14:05,Electricity Bill,10550.88,Debit Card,Success,Transport,Bhaktapur,iOS
ESW137013,31442,7/19/2024 14:49,Mobile Recharge,4896.32,Wallet Balance,Success,Telecom,Butwal,iOS
ESW137014,22310,5/14/2024 20:15,Mobile Recharge,17552.44,Wallet Balance,Success,Others,Butwal,iOS
ESW137015,43521,12/12/2024 3:14,Fund Transfer,2569.3,Wallet Balance,Success,E-commerce,Chitwan,Android
ESW137016,22452,7/22/2024 7:33,Fund Transfer,3753.13,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW137017,13137,9/23/2024 14:27,QR Payment,15155.07,Debit Card,Success,Others,Butwal,Android
ESW137018,44636,9/19/2024 7:31,Mobile Recharge,18225.79,Linked Bank,Pending,Utility,Pokhara,Android
ESW137019,15905,11/14/2024 12:17,Electricity Bill,8630.86,Wallet Balance,Success,E-commerce,Bhaktapur,Web
ESW137020,22773,4/10/2024 16:04,QR Payment,1454.88,Wallet Balance,Success,Telecom,Biratnagar,Web
ESW137021,31024,2/9/2024 16:20,Fund Transfer,12515.19,Linked Bank,Success,Utility,Bhaktapur,iOS
ESW137022,18702,6/19/2024 0:15,Mobile Recharge,15305.2,Linked Bank,Failed,Food Delivery,Butwal,Android
ESW137023,17505,2/6/2024 15:54,QR Payment,10551.31,Linked Bank,Success,E-commerce,Pokhara,Android
ESW137024,5254,7/21/2024 20:28,Fund Transfer,7874.23,Wallet Balance,Success,Others,Pokhara,iOS
ESW137025,9498,11/26/2024 17:59,Electricity Bill,13571.35,Wallet Balance,Success,Transport,Kathmandu,Android
ESW137026,13174,4/14/2024 2:44,Mobile Recharge,9475.04,Linked Bank,Success,Transport,Butwal,Web
ESW137027,30422,7/7/2024 1:46,Internet Bill,15644.47,Wallet Balance,Success,E-commerce,Butwal,Android
ESW137028,30733,8/6/2024 9:58,Fund Transfer,173.33,Wallet Balance,Success,Food Delivery,Kathmandu,iOS
ESW137029,2896,1/19/2024 13:13,Electricity Bill,12187.68,Wallet Balance,Success,Telecom,Chitwan,Android
ESW137030,46646,8/15/2024 6:58,Mobile Recharge,16921.07,Wallet Balance,Success,Others,Bhaktapur,Android
ESW137031,39744,4/20/2024 5:02,Mobile Recharge,13645.06,Wallet Balance,Success,Utility,Butwal,Android
ESW137032,4911,4/25/2024 21:08,Fund Transfer,11379.68,Wallet Balance,Failed,Utility,Chitwan,iOS
ESW137033,9340,3/17/2024 1:06,Mobile Recharge,4504.72,Linked Bank,Success,Food Delivery,Bhaktapur,Android
ESW137034,18423,9/13/2024 22:40,Fund Transfer,11040.93,Debit Card,Success,Food Delivery,Biratnagar,Android
ESW137035,43350,11/9/2024 4:14,Fund Transfer,16309.82,Linked Bank,Success,E-commerce,Chitwan,iOS
ESW137036,37672,11/24/2024 23:25,Fund Transfer,17169.3,Wallet Balance,Success,Food Delivery,Biratnagar,Android
ESW137037,5876,4/5/2024 11:37,Fund Transfer,12777.23,Debit Card,Success,Telecom,Pokhara,Android
ESW137038,42077,6/22/2024 5:17,Fund Transfer,19687.84,Wallet Balance,Success,Transport,Biratnagar,iOS
ESW137039,1703,1/6/2024 5:27,Internet Bill,2417.73,Wallet Balance,Success,Food Delivery,Chitwan,Android
ESW137040,39238,6/28/2024 22:52,Electricity Bill,13686.73,Wallet Balance,Success,Food Delivery,Bhaktapur,iOS
ESW137041,7440,7/10/2024 18:42,Mobile Recharge,917.1,Wallet Balance,Success,Utility,Pokhara,Android
ESW137042,32937,9/7/2024 16:01,Internet Bill,17093.46,Linked Bank,Success,E-commerce,Lalitpur,iOS
ESW137043,3024,1/21/2024 9:52,Mobile Recharge,15562.79,Linked Bank,Success,Food Delivery,Chitwan,Android
ESW137044,16751,4/23/2024 1:27,Internet Bill,16303.52,Debit Card,Success,E-commerce,Bhaktapur,Android
ESW137045,13730,11/18/2024 3:36,Fund Transfer,7260.24,Wallet Balance,Success,Telecom,Biratnagar,Android
ESW137046,22380,12/15/2024 9:15,Electricity Bill,4323.77,Linked Bank,Success,Transport,Butwal,Android
ESW137047,29972,2/7/2024 3:25,Internet Bill,4289.34,Linked Bank,Success,Transport,Biratnagar,Android
ESW137048,38113,12/2/2024 21:32,Fund Transfer,18167.25,Wallet Balance,Success,E-commerce,Biratnagar,iOS
ESW137049,11149,8/29/2024 16:21,Fund Transfer,10468.9,Linked Bank,Success,Others,Butwal,Android
ESW137050,39402,3/12/2024 18:24,Mobile Recharge,3844.69,Debit Card,Success,Others,Kathmandu,Web
ESW137051,18381,5/1/2024 0:17,Internet Bill,1631.73,Wallet Balance,Success,Utility,Pokhara,Android
ESW137052,33359,1/30/2024 14:57,Electricity Bill,8366.8,Linked Bank,Success,Food Delivery,Butwal,Android
ESW137053,44808,12/30/2024 7:13,Mobile Recharge,2768.3,Linked Bank,Success,Utility,Butwal,Android
ESW137054,1243,12/27/2024 17:48,Fund Transfer,7129.17,Debit Card,Success,Transport,Lalitpur,iOS
ESW137055,3414,10/7/2024 9:29,Electricity Bill,2746.36,Linked Bank,Success,Others,Bhaktapur,iOS
ESW137056,4856,5/2/2024 22:28,Fund Transfer,10863.46,Debit Card,Success,E-commerce,Bhaktapur,iOS
ESW137057,7263,5/4/2024 5:36,Internet Bill,1347.68,Wallet Balance,Success,E-commerce,Kathmandu,Android
ESW137058,48953,2/2/2024 4:44,Mobile Recharge,1269.88,Wallet Balance,Success,Food Delivery,Bhaktapur,Android
ESW137059,16799,1/4/2024 10:32,Electricity Bill,16338.87,Wallet Balance,Success,E-commerce,Biratnagar,iOS
ESW137060,42392,10/3/2024 6:15,Electricity Bill,1717.87,Linked Bank,Success,E-commerce,Kathmandu,Android
ESW137061,13470,3/27/2024 19:51,Mobile Recharge,19383.11,Wallet Balance,Success,Food Delivery,Chitwan,Android
ESW137062,14772,2/20/2024 14:39,Fund Transfer,11579.07,Wallet Balance,Success,Others,Butwal,Android
ESW137063,28382,2/15/2024 5:31,Electricity Bill,5917.27,Wallet Balance,Success,Telecom,Kathmandu,iOS
ESW137064,34909,5/4/2024 22:24,Fund Transfer,5477.87,Linked Bank,Success,Food Delivery,Kathmandu,iOS
ESW137065,5126,7/6/2024 6:34,QR Payment,13313.72,Debit Card,Success,Telecom,Pokhara,Web
ESW137066,20408,8/23/2024 16:30,Internet Bill,17265.49,Wallet Balance,Success,Others,Lalitpur,Android
ESW137067,15863,1/6/2024 14:23,Electricity Bill,10450.7,Debit Card,Success,Others,Chitwan,Android
ESW137068,14584,2/6/2024 13:08,Fund Transfer,15311.7,Wallet Balance,Success,Food Delivery,Pokhara,Android
ESW137069,24391,9/1/2024 8:27,Electricity Bill,18718.01,Wallet Balance,Success,Others,Bhaktapur,Android
ESW137070,20840,9/9/2024 2:42,Internet Bill,12126.16,Wallet Balance,Success,Telecom,Butwal,Android
ESW137071,37965,12/24/2024 17:57,QR Payment,8459.08,Debit Card,Success,Transport,Chitwan,Android
ESW137072,26671,12/15/2024 16:16,Internet Bill,2268.34,Wallet Balance,Success,E-commerce,Biratnagar,Android
ESW137073,39592,3/27/2024 13:16,Electricity Bill,13836.38,Wallet Balance,Success,Others,Kathmandu,iOS
ESW137074,13097,7/11/2024 13:21,Fund Transfer,17047.39,Debit Card,Success,E-commerce,Butwal,iOS
ESW137075,19839,3/15/2024 16:10,Mobile Recharge,399.91,Wallet Balance,Success,Transport,Chitwan,Android
ESW137076,45883,6/6/2024 8:02,QR Payment,12952.49,Debit Card,Success,Food Delivery,Pokhara,iOS
ESW137077,18774,5/7/2024 14:03,QR Payment,1399.71,Wallet Balance,Success,Food Delivery,Butwal,iOS
ESW137078,38693,5/26/2024 15:02,Internet Bill,18856.58,Debit Card,Success,Transport,Bhaktapur,Android
ESW137079,3469,1/21/2024 2:18,Mobile Recharge,8320.49,Linked Bank,Success,Utility,Bhaktapur,Android
ESW137080,13468,4/28/2024 16:44,Internet Bill,3747.46,Linked Bank,Success,Food Delivery,Biratnagar,Android
ESW137081,36470,6/27/2024 21:34,Electricity Bill,4085.31,Wallet Balance,Success,Others,Lalitpur,Android
ESW137082,40025,11/2/2024 10:08,Electricity Bill,1856.4,Linked Bank,Success,Telecom,Bhaktapur,Android
ESW137083,41873,2/16/2024 17:45,Mobile Recharge,13169.94,Wallet Balance,Success,Telecom,Kathmandu,iOS
ESW137084,4165,7/15/2024 15:02,Electricity Bill,17578.26,Wallet Balance,Success,Transport,Lalitpur,iOS
ESW137085,12370,1/18/2024 9:38,Internet Bill,7650.3,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW137086,44251,2/18/2024 16:58,Fund Transfer,10640.13,Wallet Balance,Success,E-commerce,Chitwan,iOS
ESW137087,48526,2/28/2024 16:46,QR Payment,5215.04,Linked Bank,Success,Telecom,Pokhara,Android
ESW137088,38198,4/21/2024 16:16,Mobile Recharge,15541.62,Linked Bank,Success,Transport,Bhaktapur,Android
ESW137089,43006,3/18/2024 13:13,Mobile Recharge,13006.96,Debit Card,Success,Transport,Kathmandu,Android
ESW137090,39760,9/18/2024 10:36,Mobile Recharge,19964.67,Wallet Balance,Success,Others,Chitwan,Android
ESW137091,29942,6/12/2024 2:43,QR Payment,17031.75,Linked Bank,Failed,Others,Bhaktapur,Android
ESW137092,46017,12/4/2024 2:23,Electricity Bill,2858.37,Wallet Balance,Pending,Utility,Bhaktapur,iOS
ESW137093,33209,5/7/2024 8:59,QR Payment,16889.9,Wallet Balance,Success,Transport,Butwal,Android
ESW137094,40365,4/25/2024 1:38,QR Payment,1124.62,Linked Bank,Success,Telecom,Lalitpur,Web
ESW137095,2407,10/24/2024 10:59,Mobile Recharge,3029.52,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW137096,26976,5/27/2024 6:24,Electricity Bill,7727.72,Wallet Balance,Success,Telecom,Chitwan,Android
ESW137097,42969,10/30/2024 21:07,Electricity Bill,3833.63,Linked Bank,Success,Telecom,Kathmandu,Android
ESW137098,39325,1/2/2024 8:55,Electricity Bill,5739.38,Linked Bank,Success,Transport,Bhaktapur,Android
ESW137099,16515,3/24/2024 11:09,Electricity Bill,14217.06,Wallet Balance,Success,E-commerce,Pokhara,Android
ESW137100,37174,6/3/2024 22:57,Internet Bill,11239.64,Wallet Balance,Success,Telecom,Butwal,Android
ESW137101,12794,1/6/2024 20:26,Fund Transfer,8009.41,Wallet Balance,Success,E-commerce,Bhaktapur,Android
ESW137102,6700,11/16/2024 13:25,Electricity Bill,12937.99,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW137103,9127,4/30/2024 23:23,Electricity Bill,53.98,Linked Bank,Success,Transport,Pokhara,Android
ESW137104,28391,2/14/2024 17:30,Internet Bill,17585.83,Linked Bank,Failed,Utility,Lalitpur,Android
ESW137105,11740,3/30/2024 3:01,Mobile Recharge,7917.52,Wallet Balance,Success,Others,Butwal,Android
ESW137106,2545,7/17/2024 6:12,Internet Bill,9806.34,Linked Bank,Success,Telecom,Chitwan,Android
ESW137107,24691,12/17/2024 13:47,Electricity Bill,2387.42,Wallet Balance,Success,Food Delivery,Bhaktapur,iOS
ESW137108,17518,5/19/2024 3:44,Mobile Recharge,15157.6,Wallet Balance,Success,Others,Kathmandu,Android
ESW137109,36627,1/17/2024 17:57,Fund Transfer,19900.72,Linked Bank,Success,E-commerce,Butwal,Android
ESW137110,29054,7/6/2024 0:53,Fund Transfer,15338.29,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW137111,14057,7/22/2024 14:48,Mobile Recharge,2833.85,Linked Bank,Success,Utility,Butwal,iOS
ESW137112,7003,10/10/2024 14:09,Electricity Bill,18603.11,Wallet Balance,Success,Others,Lalitpur,Android
ESW137113,35032,8/5/2024 7:29,Mobile Recharge,11710.32,Linked Bank,Success,Utility,Biratnagar,Android
ESW137114,19156,6/19/2024 11:40,Mobile Recharge,17327.65,Wallet Balance,Success,Utility,Butwal,Web
ESW137115,46380,10/28/2024 17:59,Internet Bill,8471.25,Linked Bank,Failed,Food Delivery,Kathmandu,Android
ESW137116,49787,11/17/2024 9:22,Electricity Bill,5606.15,Wallet Balance,Success,Transport,Lalitpur,Web
ESW137117,49345,1/28/2024 5:03,Mobile Recharge,475.94,Linked Bank,Success,Utility,Chitwan,iOS
ESW137118,28563,5/24/2024 9:19,Mobile Recharge,18974.26,Linked Bank,Success,Utility,Kathmandu,Android
ESW137119,42579,10/27/2024 18:10,Fund Transfer,3118.01,Wallet Balance,Pending,Food Delivery,Biratnagar,Android
ESW137120,7725,7/24/2024 8:37,Electricity Bill,15651.6,Linked Bank,Success,E-commerce,Lalitpur,Android
ESW137121,22682,8/1/2024 1:30,QR Payment,5603.03,Wallet Balance,Success,Food Delivery,Butwal,Android
ESW137122,28727,4/1/2024 5:36,Mobile Recharge,11436.36,Linked Bank,Success,Telecom,Biratnagar,Web
ESW137123,40582,10/28/2024 11:19,Mobile Recharge,16521.82,Linked Bank,Success,Others,Biratnagar,Android
ESW137124,17185,6/24/2024 4:23,QR Payment,7031.98,Wallet Balance,Success,Transport,Pokhara,iOS
ESW137125,37740,2/14/2024 6:37,Internet Bill,8670.5,Wallet Balance,Success,Transport,Pokhara,Android
ESW137126,8594,8/7/2024 23:45,Mobile Recharge,2918.51,Wallet Balance,Success,E-commerce,Lalitpur,iOS
ESW137127,8199,10/23/2024 8:41,Internet Bill,8442,Linked Bank,Success,Telecom,Lalitpur,Android
ESW137128,40032,3/9/2024 13:43,Electricity Bill,16520.8,Wallet Balance,Pending,Food Delivery,Kathmandu,iOS
ESW137129,28350,4/15/2024 18:43,Fund Transfer,17606.4,Linked Bank,Success,Telecom,Biratnagar,iOS
ESW137130,16874,4/9/2024 16:05,Mobile Recharge,12691.39,Wallet Balance,Success,Transport,Chitwan,iOS
ESW137131,5480,4/15/2024 7:15,QR Payment,9382.02,Linked Bank,Success,Telecom,Kathmandu,Android
ESW137132,31435,12/29/2024 0:51,Internet Bill,4174.12,Debit Card,Success,Transport,Butwal,Web
ESW137133,31120,4/7/2024 7:24,Fund Transfer,9129.81,Wallet Balance,Pending,Transport,Pokhara,iOS
ESW137134,7619,8/27/2024 6:36,Fund Transfer,16142.55,Wallet Balance,Success,Food Delivery,Chitwan,iOS
ESW137135,3607,3/6/2024 15:07,Mobile Recharge,6226.88,Wallet Balance,Failed,Transport,Pokhara,Android
ESW137136,10382,5/17/2024 14:41,QR Payment,16038.17,Wallet Balance,Success,Others,Butwal,Web
ESW137137,9580,11/3/2024 3:53,Mobile Recharge,120.63,Debit Card,Failed,Utility,Lalitpur,Android
ESW137138,20788,7/9/2024 5:31,Mobile Recharge,6994.79,Linked Bank,Success,Transport,Butwal,Android
ESW137139,23026,2/20/2024 16:27,Internet Bill,19804.29,Wallet Balance,Failed,Others,Pokhara,Android
ESW137140,18173,4/8/2024 3:09,QR Payment,18224.47,Wallet Balance,Success,Utility,Bhaktapur,Android
ESW137141,24280,10/20/2024 13:04,Electricity Bill,12956.68,Linked Bank,Pending,Others,Bhaktapur,Android
ESW137142,35262,8/18/2024 10:36,QR Payment,9871.57,Wallet Balance,Success,Others,Chitwan,Web
ESW137143,48156,7/12/2024 19:06,Electricity Bill,14185.09,Linked Bank,Success,Utility,Chitwan,Android
ESW137144,7710,10/19/2024 19:00,Fund Transfer,19618.11,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW137145,34588,10/25/2024 21:23,Internet Bill,653.54,Linked Bank,Success,Food Delivery,Pokhara,Web
ESW137146,13228,4/18/2024 20:13,Mobile Recharge,5550.55,Wallet Balance,Success,E-commerce,Kathmandu,Android
ESW137147,27055,2/6/2024 6:42,QR Payment,19904.21,Linked Bank,Failed,Others,Lalitpur,Android
ESW137148,32152,11/13/2024 6:44,Mobile Recharge,12106.56,Wallet Balance,Pending,Utility,Butwal,Android
ESW137149,21449,12/20/2024 7:08,Fund Transfer,14631.56,Wallet Balance,Success,Others,Kathmandu,iOS
ESW137150,28706,6/20/2024 15:44,Fund Transfer,15089.18,Wallet Balance,Success,Transport,Bhaktapur,iOS
ESW137151,31466,3/11/2024 9:22,Fund Transfer,7934.51,Wallet Balance,Success,Transport,Butwal,Android
ESW137152,23585,12/14/2024 7:26,Fund Transfer,18822.78,Debit Card,Success,E-commerce,Pokhara,Android
ESW137153,45025,4/8/2024 13:23,Electricity Bill,3331.38,Linked Bank,Success,Food Delivery,Pokhara,Android
ESW137154,25279,1/17/2024 10:45,Internet Bill,16234.74,Wallet Balance,Success,Telecom,Chitwan,Android
ESW137155,12837,2/15/2024 9:16,Fund Transfer,11052.71,Wallet Balance,Success,Food Delivery,Pokhara,Android
ESW137156,25209,10/5/2024 22:50,QR Payment,5787.54,Wallet Balance,Failed,Utility,Kathmandu,Web
ESW137157,13220,5/2/2024 17:47,Mobile Recharge,9608.42,Wallet Balance,Success,Telecom,Kathmandu,Android
ESW137158,4965,10/2/2024 2:45,Internet Bill,10685.26,Wallet Balance,Success,Transport,Chitwan,Android
ESW137159,46806,5/19/2024 22:04,Electricity Bill,7305.09,Linked Bank,Success,Telecom,Kathmandu,Android
ESW137160,43276,12/4/2024 17:41,Electricity Bill,6133.39,Linked Bank,Pending,E-commerce,Kathmandu,Android
ESW137161,39768,6/25/2024 18:02,Mobile Recharge,8900.29,Wallet Balance,Success,Food Delivery,Pokhara,Android
ESW137162,28230,3/15/2024 5:12,Mobile Recharge,16738.92,Debit Card,Failed,Utility,Kathmandu,Android
ESW137163,24629,1/18/2024 10:10,Fund Transfer,14263.64,Linked Bank,Success,Telecom,Chitwan,Android
ESW137164,42920,11/22/2024 3:26,Internet Bill,1672.51,Linked Bank,Success,Utility,Butwal,Android
ESW137165,28870,4/21/2024 12:44,Internet Bill,15340.91,Linked Bank,Success,Telecom,Chitwan,Android
ESW137166,18373,11/15/2024 17:44,QR Payment,18567.02,Linked Bank,Pending,Food Delivery,Chitwan,Android
ESW137167,30155,12/16/2024 9:56,Mobile Recharge,19167.59,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW137168,43685,4/14/2024 14:53,Electricity Bill,8156.06,Linked Bank,Success,E-commerce,Bhaktapur,Android
ESW137169,48422,3/4/2024 21:58,Electricity Bill,18342.87,Wallet Balance,Success,Food Delivery,Bhaktapur,Android
ESW137170,34474,8/15/2024 0:39,Fund Transfer,3393.1,Wallet Balance,Success,Transport,Pokhara,Android
ESW137171,24036,12/6/2024 12:57,Internet Bill,8020.7,Wallet Balance,Success,Others,Pokhara,Android
ESW137172,5847,12/10/2024 12:57,Internet Bill,10159.99,Linked Bank,Success,Others,Pokhara,Android
ESW137173,21714,5/2/2024 12:20,Fund Transfer,3695.96,Wallet Balance,Success,Utility,Chitwan,Android
ESW137174,13893,10/19/2024 23:10,Internet Bill,13784.14,Debit Card,Pending,Others,Lalitpur,Android
ESW137175,5649,9/15/2024 5:32,Fund Transfer,8256.68,Debit Card,Success,Others,Biratnagar,Android
ESW137176,31571,10/22/2024 4:46,Electricity Bill,2607.13,Linked Bank,Failed,Transport,Bhaktapur,iOS
ESW137177,12613,5/15/2024 17:03,QR Payment,10562.58,Linked Bank,Success,Telecom,Butwal,Android
ESW137178,40364,6/8/2024 22:20,Mobile Recharge,5771,Wallet Balance,Failed,Transport,Pokhara,Android
ESW137179,25428,7/11/2024 8:04,Mobile Recharge,18823.55,Debit Card,Success,Utility,Butwal,Android
ESW137180,47706,5/12/2024 23:30,Fund Transfer,16521.65,Wallet Balance,Success,E-commerce,Chitwan,Android
ESW137181,42382,11/16/2024 16:44,Electricity Bill,16369.13,Linked Bank,Success,Utility,Lalitpur,Android
ESW137182,23533,7/25/2024 11:06,Internet Bill,12871.99,Linked Bank,Success,Others,Butwal,iOS
ESW137183,11106,11/9/2024 22:34,Fund Transfer,1982.14,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW137184,33313,7/15/2024 0:35,Mobile Recharge,8939.98,Wallet Balance,Success,E-commerce,Bhaktapur,Web
ESW137185,21394,8/9/2024 1:24,Mobile Recharge,12978.62,Wallet Balance,Success,Transport,Chitwan,Android
ESW137186,13277,3/4/2024 0:58,Electricity Bill,4011.02,Linked Bank,Failed,Telecom,Bhaktapur,Android
ESW137187,16448,5/15/2024 0:07,QR Payment,8075.93,Wallet Balance,Success,Others,Butwal,Android
ESW137188,14133,11/2/2024 20:06,Internet Bill,9660.53,Wallet Balance,Success,E-commerce,Biratnagar,Android
ESW137189,45142,7/30/2024 9:56,Internet Bill,16692.21,Wallet Balance,Success,E-commerce,Bhaktapur,Android
ESW137190,5646,4/21/2024 7:58,Mobile Recharge,7642.42,Wallet Balance,Success,Utility,Kathmandu,Android
ESW137191,14708,5/17/2024 0:53,Internet Bill,7018.98,Wallet Balance,Success,Others,Kathmandu,Android
ESW137192,7090,1/31/2024 10:19,Internet Bill,14530.43,Wallet Balance,Failed,E-commerce,Pokhara,Android
ESW137193,27634,4/2/2024 11:09,Mobile Recharge,6842.96,Wallet Balance,Success,E-commerce,Lalitpur,Web
ESW137194,27221,10/6/2024 2:45,Mobile Recharge,2021.43,Wallet Balance,Success,Telecom,Butwal,Android
ESW137195,46552,5/30/2024 16:09,Electricity Bill,15730.81,Linked Bank,Success,Others,Kathmandu,Android
ESW137196,45047,5/19/2024 17:29,Mobile Recharge,7419.85,Wallet Balance,Success,E-commerce,Chitwan,iOS
ESW137197,16392,6/12/2024 20:33,Mobile Recharge,19734.58,Wallet Balance,Success,E-commerce,Pokhara,Android
ESW137198,44752,12/23/2024 22:16,Fund Transfer,10160.74,Linked Bank,Success,Utility,Bhaktapur,iOS
ESW137199,36304,8/9/2024 0:27,Fund Transfer,1330.73,Wallet Balance,Success,Utility,Biratnagar,Android
ESW137200,20643,9/13/2024 11:01,Electricity Bill,15272.55,Linked Bank,Success,E-commerce,Butwal,Android
ESW137201,40647,6/4/2024 23:26,Internet Bill,7584.87,Wallet Balance,Failed,Food Delivery,Bhaktapur,Android
ESW137202,15793,12/7/2024 10:33,Fund Transfer,2504.03,Wallet Balance,Success,Food Delivery,Butwal,Web
ESW137203,32794,4/20/2024 20:25,Fund Transfer,11163.3,Linked Bank,Success,Utility,Chitwan,Android
ESW137204,8438,7/17/2024 23:52,Fund Transfer,5015.07,Wallet Balance,Success,Food Delivery,Biratnagar,Android
